FECHA EVENTO,ESTADO,MUNICIPIO,CORTA,LARGA,TOTAL,CARGS,GDAS,CARTS,
30/06/2017,COAH.,"MONCLOVA, COAH.",1,0,1,0,0,27,
30/06/2017,COAH.,"PIEDRAS NEGRAS, COAH.",1,0,1,1,0,0,
30/06/2017,Q. ROO,"COZUMEL, Q. ROO",1,0,1,0,0,1584,
30/06/2017,YUC.,"UMAN, YUC.",0,1,1,0,0,0,
30/06/2017,AGS.,"COSÍO, AGS.",0,1,1,0,0,0,
30/06/2017,JAL.,"EL SALTO, JAL.",1,0,1,0,0,0,
30/06/2017,N.L.,"MONTERREY, N.L.",0,0,0,0,0,59,
30/06/2017,MICH.,"LAZARO CARDENAS, MICH.",0,0,0,3,0,0,
30/06/2017,CHIS.,"PALENQUE, CHIS.",0,0,0,0,0,25,
01/07/2017,TLAX.,"ZACATELCO, TLAX.",1,2,3,0,0,0,
01/07/2017,JAL.,"EL SALTO, JAL.",0,3,3,8,0,39,
01/07/2017,TAMPS.,"MATAMOROS, TAMPS.",0,3,3,0,0,0,
01/07/2017,COAH.,"SABINAS, COAH.",2,0,2,0,0,142,
01/07/2017,COAH.,"SABINAS, COAH.",2,0,2,0,0,142,
01/07/2017,MOR.,"TEPOZTLAN, MOR.",1,0,1,1,0,53,
01/07/2017,B.C.,"TIJUANA, B.C.",1,0,1,0,0,0,
01/07/2017,MEX.,"ATLAUTLA, MEX.",0,1,1,0,0,58,
02/07/2017,N.L.,"MARIN, N.L.",0,3,3,0,0,385,
02/07/2017,MEX.,"MEXICALTZINGO, MEX.",0,2,2,0,0,0,
02/07/2017,MEX.,"ACULCO, MEX.",1,1,2,0,1,19,
02/07/2017,GTO.,"MANUEL DOBLADO, GTO.",2,0,2,0,0,0,
02/07/2017,MEX.,"ATLAUTLA, MEX.",1,0,1,0,0,0,
03/07/2017,D.F.,"IZTAPALAPA, D.F.",2,1,3,0,0,47,
03/07/2017,MICH.,"BUENAVISTA, MICH.",3,0,3,0,0,0,
03/07/2017,B.C.,"TIJUANA, B.C.",1,2,3,0,0,0,
03/07/2017,TAMPS.,"REYNOSA, TAMPS.",0,3,3,0,0,0,
03/07/2017,JAL.,"IXTLAHUACAN DE LOS MEMBRILLOS, JAL.",1,1,2,0,0,0,
03/07/2017,SON.,"CAJEME, SON.",2,0,2,1,0,0,
03/07/2017,COAH.,"TORREÓN, COAH.",1,0,1,0,0,0,
03/07/2017,N.L.,"CADEREYTA JIMENEZ, N.L.",1,0,1,0,0,0,
03/07/2017,N.L.,"MONTERREY, N.L.",1,0,1,0,0,0,
03/07/2017,COAH.,"SALTILLO, COAH.",1,0,1,0,0,0,
03/07/2017,COAH.,"MONCLOVA, COAH.",1,0,1,0,1,0,
03/07/2017,COAH.,"MÚZQUIZ, COAH.",1,0,1,2,0,0,
03/07/2017,SON.,"NAVOJOA, SON.",1,0,1,0,0,0,
03/07/2017,COAH.,"MATAMOROS, COAH.",0,0,0,4,0,0,
03/07/2017,MOR.,"TEPOZTLAN, MOR.",0,0,0,47,3,0,
04/07/2017,JAL.,"ZAPOTLANEJO, JAL.",4,2,6,0,0,196,
04/07/2017,TAMPS.,"TAMPICO, TAMPS.",3,0,3,0,0,76,
04/07/2017,MEX.,"COCOTITLAN, MEX.",2,0,2,0,0,50,
04/07/2017,GRO.,"PUNGARABATO, GRO.",0,2,2,0,0,0,
04/07/2017,JAL.,"IXTLAHUACAN DE LOS MEMBRILLOS, JAL.",0,2,2,0,0,0,
04/07/2017,D.F.,"IZTAPALAPA, D.F.",2,0,2,0,0,43,
04/07/2017,MICH.,"BUENAVISTA, MICH.",0,2,2,0,0,1331,
04/07/2017,COAH.,"TORREÓN, COAH.",2,0,2,0,0,0,
04/07/2017,COAH.,"SALTILLO, COAH.",0,2,2,8,0,275,
04/07/2017,COAH.,"MONCLOVA, COAH.",2,0,2,0,0,0,
04/07/2017,OAX.,"PINOTEPA DE DON LUIS, OAX.",0,1,1,0,0,0,
04/07/2017,SON.,"HERMOSILLO, SON.",1,0,1,1,0,0,
04/07/2017,SON.,"HUATABAMPO, SON.",1,0,1,0,0,0,
04/07/2017,MEX.,"NOPALTEPEC, MEX.",1,0,1,0,1,0,
04/07/2017,GRO.,"OLINALA, GRO.",0,1,1,0,0,0,
04/07/2017,JAL.,"EL SALTO, JAL.",0,1,1,0,0,0,
04/07/2017,DGO.,"DGO., DGO.",1,0,1,1,1,0,
04/07/2017,N.L.,"MONTERREY, N.L.",0,1,1,0,0,0,
04/07/2017,COAH.,"FRANCISCO I. MADERO, COAH.",1,0,1,0,0,0,
04/07/2017,COAH.,"PIEDRAS NEGRAS, COAH.",0,1,1,0,0,0,
04/07/2017,COAH.,"MÚZQUIZ, COAH.",1,0,1,0,0,0,
04/07/2017,MOR.,"TEPOZTLAN, MOR.",0,0,0,15,3,32,
05/07/2017,B.C.,"TIJUANA, B.C.",0,7,7,0,0,0,
05/07/2017,SIN.,"EL FUERTE, SIN.",5,1,6,0,0,0,
05/07/2017,TLAX.,"NATIVITAS, TLAX.",0,3,3,0,0,0,
05/07/2017,D.F.,"IZTAPALAPA, D.F.",2,1,3,0,0,98,
05/07/2017,JAL.,"EL SALTO, JAL.",3,0,3,0,0,0,
05/07/2017,MEX.,"NOPALTEPEC, MEX.",0,2,2,0,0,0,
05/07/2017,AGS.,"PABELLÓN DE ARTEAGA, AGS.",0,2,2,0,0,0,
05/07/2017,JAL.,"IXTLAHUACAN DE LOS MEMBRILLOS, JAL.",2,0,2,0,0,0,
05/07/2017,OAX.,"PINOTEPA DE DON LUIS, OAX.",2,0,2,0,0,0,
05/07/2017,GRO.,"XOCHIHUEHUETLAN, GRO.",0,1,1,0,0,0,
05/07/2017,MEX.,"ACULCO, MEX.",1,0,1,0,0,0,
05/07/2017,TLAX.,"EL CARMEN TEQUEXQUITLA, TLAX.",1,0,1,0,0,0,
05/07/2017,TAMPS.,"REYNOSA, TAMPS.",1,0,1,0,0,117,
06/07/2017,D.F.,"IZTAPALAPA, D.F.",9,0,9,0,0,30,
06/07/2017,MICH.,"BUENAVISTA, MICH.",3,1,4,0,0,5,
06/07/2017,JAL.,"EL SALTO, JAL.",2,2,4,0,0,144,
06/07/2017,AGS.,"EL LLANO, AGS.",3,0,3,0,0,0,
06/07/2017,MEX.,"NOPALTEPEC, MEX.",2,0,2,0,0,0,
06/07/2017,COAH.,"SALTILLO, COAH.",2,0,2,0,0,469,
06/07/2017,SIN.,"EL FUERTE, SIN.",1,1,2,0,0,0,
06/07/2017,JAL.,"IXTLAHUACAN DE LOS MEMBRILLOS, JAL.",2,0,2,0,0,0,
06/07/2017,MEX.,"MEXICALTZINGO, MEX.",0,1,1,0,0,20,
06/07/2017,TAMPS.,"NUEVO LAREDO, TAMPS.",1,0,1,0,0,32,
06/07/2017,COAH.,"TORREÓN, COAH.",1,0,1,0,0,0,
06/07/2017,COAH.,"FRANCISCO I. MADERO, COAH.",1,0,1,0,0,0,
06/07/2017,COAH.,"PIEDRAS NEGRAS, COAH.",1,0,1,0,0,30,
06/07/2017,COAH.,"SABINAS, COAH.",1,0,1,3,0,0,
06/07/2017,SON.,"GUAYMAS, SON.",1,0,1,0,0,0,
06/07/2017,N.L.,"MARIN, N.L.",1,0,1,0,0,0,
06/07/2017,JAL.,"ZAPOTLANEJO, JAL.",1,0,1,0,0,0,
06/07/2017,B.C.,"TIJUANA, B.C.",0,0,0,0,3,0,
07/07/2017,D.F.,"IZTAPALAPA, D.F.",4,0,4,0,0,0,
07/07/2017,COAH.,"MONCLOVA, COAH.",3,0,3,3,0,33,
07/07/2017,COAH.,"FRANCISCO I. MADERO, COAH.",2,0,2,0,0,0,
07/07/2017,COAH.,"SALTILLO, COAH.",0,2,2,1,0,173,
07/07/2017,COAH.,"SABINAS, COAH.",2,0,2,0,0,0,
07/07/2017,B.C.,"TIJUANA, B.C.",0,2,2,0,0,0,
07/07/2017,TAMPS.,"MATAMOROS, TAMPS.",2,0,2,0,0,170,
07/07/2017,PUE.,"SAN MATIAS TLALANCALECA, PUE.",0,2,2,0,0,0,
07/07/2017,OAX.,"ASUNCION IXTALTEPEC, OAX.",0,1,1,0,0,130,
07/07/2017,MEX.,"MEXICALTZINGO, MEX.",0,1,1,0,0,0,
07/07/2017,JAL.,"ZAPOTLANEJO, JAL.",1,0,1,0,0,0,
07/07/2017,JAL.,"IXTLAHUACAN DE LOS MEMBRILLOS, JAL.",0,1,1,0,0,0,
07/07/2017,HGO.,"TULA DE ALLENDE, HGO.",1,0,1,0,0,0,
07/07/2017,MOR.,"TEPOZTLAN, MOR.",0,1,1,6,4,191,
07/07/2017,MEX.,"COCOTITLAN, MEX.",0,1,1,0,0,1,
07/07/2017,TAMPS.,"CAMARGO, TAMPS.",1,0,1,2,0,99,
07/07/2017,MEX.,"ACULCO, MEX.",0,0,0,0,15,0,
07/07/2017,AGS.,"EL LLANO, AGS.",0,0,0,2,0,7,
08/07/2017,MOR.,"TEPOZTLAN, MOR.",4,0,4,1,0,0,
08/07/2017,COAH.,"SABINAS, COAH.",2,0,2,0,0,0,
08/07/2017,TLAX.,"NATIVITAS, TLAX.",0,2,2,0,0,0,
08/07/2017,OAX.,"ASUNCION IXTALTEPEC, OAX.",2,0,2,0,0,0,
08/07/2017,TAMPS.,"MATAMOROS, TAMPS.",2,0,2,0,0,8,
08/07/2017,N.L.,"MONTERREY, N.L.",0,1,1,0,0,0,
08/07/2017,COAH.,"SALTILLO, COAH.",1,0,1,0,0,0,
08/07/2017,JAL.,"IXTLAHUACAN DE LOS MEMBRILLOS, JAL.",0,1,1,0,0,0,
08/07/2017,N.L.,"CADEREYTA JIMENEZ, N.L.",0,0,0,0,0,85,
08/07/2017,MEX.,"ACULCO, MEX.",0,0,0,0,1,835,
08/07/2017,MEX.,"NOPALTEPEC, MEX.",0,0,0,0,2,0,
09/07/2017,MEX.,"NOPALTEPEC, MEX.",2,1,3,0,0,0,
09/07/2017,JAL.,"ZAPOTLANEJO, JAL.",3,0,3,0,0,47,
09/07/2017,JAL.,"EL SALTO, JAL.",0,2,2,0,0,0,
09/07/2017,JAL.,"IXTLAHUACAN DE LOS MEMBRILLOS, JAL.",0,1,1,0,0,0,
10/07/2017,D.F.,"MILPA ALTA, D.F.",5,0,5,0,0,67,
10/07/2017,B.C.,"TIJUANA, B.C.",0,4,4,0,0,0,
10/07/2017,TLAX.,"SANTA ANA NOPALUCAN, TLAX.",0,3,3,0,0,0,
10/07/2017,COAH.,"SALTILLO, COAH.",1,1,2,0,0,0,
10/07/2017,MOR.,"TEPOZTLAN, MOR.",1,1,2,1,0,0,
10/07/2017,GRO.,"XOCHIHUEHUETLAN, GRO.",2,0,2,0,0,0,
10/07/2017,COAH.,"MONCLOVA, COAH.",1,0,1,0,0,0,
10/07/2017,COAH.,"MÚZQUIZ, COAH.",0,1,1,0,0,0,
10/07/2017,SIN.,"EL FUERTE, SIN.",0,1,1,0,0,0,
10/07/2017,N.L.,"HIGUERAS, N.L.",0,0,0,2,0,100,
11/07/2017,SIN.,"EL FUERTE, SIN.",5,1,6,0,0,0,
11/07/2017,TAMPS.,"TAMPICO, TAMPS.",1,2,3,6,0,139,
11/07/2017,COAH.,"MÚZQUIZ, COAH.",2,0,2,0,0,13,
11/07/2017,CHIH.,"HGO. DEL PARRAL, CHIH.",2,0,2,0,0,0,
11/07/2017,N.L.,"HIGUERAS, N.L.",2,0,2,0,0,0,
11/07/2017,GRO.,"LA UNION DE ISIDORO MONTES DE OCA, GRO.",2,0,2,0,0,0,
11/07/2017,COAH.,"TORREÓN, COAH.",1,0,1,0,0,0,
11/07/2017,COAH.,"MONCLOVA, COAH.",1,0,1,0,0,0,
11/07/2017,B.C.,"TIJUANA, B.C.",0,1,1,0,0,0,
11/07/2017,JAL.,"IXTLAHUACAN DE LOS MEMBRILLOS, JAL.",1,0,1,0,0,0,
11/07/2017,MEX.,"MOR., MEX.",0,1,1,0,0,81,
11/07/2017,MEX.,"OCUILAN, MEX.",0,1,1,0,0,0,
11/07/2017,TLAX.,"TLAX., TLAX.",0,1,1,0,0,0,
11/07/2017,CHIS.,"CHIAPA DE CORZO, CHIS.",1,0,1,0,0,0,
11/07/2017,OAX.,"JUCHITAN DE ZARAGOZA, OAX.",1,0,1,0,0,0,
11/07/2017,COAH.,"SALTILLO, COAH.",0,0,0,0,0,13,
11/07/2017,COAH.,"RAMOS ARIZPE, COAH.",0,0,0,0,0,132,
11/07/2017,JAL.,"EL SALTO, JAL.",0,0,0,2,0,0,
12/07/2017,CHIS.,"CHIAPA DE CORZO, CHIS.",2,1,3,0,0,120,
12/07/2017,MEX.,"ATLACOMULCO, MEX.",2,1,3,0,0,26,
12/07/2017,B.C.,"TIJUANA, B.C.",0,3,3,0,0,0,
12/07/2017,TLAX.,"TLAX., TLAX.",2,1,3,1,0,2,
12/07/2017,JAL.,"EL SALTO, JAL.",1,1,2,0,0,0,
12/07/2017,MEX.,"OZUMBA, MEX.",1,1,2,0,0,0,
12/07/2017,COAH.,"MONCLOVA, COAH.",1,0,1,0,0,0,
12/07/2017,MEX.,"MOR., MEX.",1,0,1,0,0,0,
12/07/2017,MEX.,"OCUILAN, MEX.",1,0,1,0,0,7,
12/07/2017,D.F.,"MILPA ALTA, D.F.",1,0,1,0,0,0,
12/07/2017,JAL.,"IXTLAHUACAN DE LOS MEMBRILLOS, JAL.",0,1,1,0,0,0,
12/07/2017,TLAX.,"SANTA ANA NOPALUCAN, TLAX.",0,1,1,0,0,0,
12/07/2017,HGO.,"HUASCA DE OCAMPO, HGO.",1,0,1,0,0,0,
12/07/2017,MEX.,"OTUMBA, MEX.",1,0,1,1,0,0,
12/07/2017,PUE.,"HUEJOTZINGO, PUE.",0,1,1,0,0,0,
12/07/2017,TAMPS.,"NUEVO LAREDO, TAMPS.",1,0,1,0,0,0,
12/07/2017,HGO.,"HUASCA DE OCAMPO, HGO.",1,0,1,0,0,0,
12/07/2017,MOR.,"TEPOZTLAN, MOR.",0,0,0,28,4,0,
12/07/2017,COAH.,"SALTILLO, COAH.",0,0,0,0,0,833,
12/07/2017,SIN.,"EL FUERTE, SIN.",0,0,0,0,2,0,
12/07/2017,AGS.,"TEPEZALÁ, AGS.",0,0,0,0,0,29,
12/07/2017,OAX.,"JUCHITAN DE ZARAGOZA, OAX.",0,0,0,2,0,20,
13/07/2017,SIN.,"EL FUERTE, SIN.",5,5,10,0,4,0,
13/07/2017,B.C.,"MEXICALI, B.C.",0,6,6,0,0,0,
13/07/2017,CHIS.,"CHIAPA DE CORZO, CHIS.",1,4,5,16,0,746,
13/07/2017,COAH.,"TORREÓN, COAH.",2,1,3,0,0,50,
13/07/2017,TLAX.,"TLAX., TLAX.",1,1,2,0,0,0,
13/07/2017,JAL.,"EL SALTO, JAL.",2,0,2,3,0,35,
13/07/2017,MEX.,"MOR., MEX.",2,0,2,0,0,0,
13/07/2017,MEX.,"ATLACOMULCO, MEX.",0,2,2,0,0,18,
13/07/2017,COAH.,"NUEVA ROSITA, COAH.",0,2,2,0,0,0,
13/07/2017,MOR.,"TEPOZTLAN, MOR.",2,0,2,0,0,569,
13/07/2017,SIN.,"ESCUINAPA, SIN.",1,0,1,0,5,0,
13/07/2017,D.F.,"MILPA ALTA, D.F.",1,0,1,0,0,0,
13/07/2017,COAH.,"ACUÑA, COAH.",0,1,1,0,0,0,
13/07/2017,N.L.,"CADEREYTA JIMENEZ, N.L.",1,0,1,1,0,78,
13/07/2017,N.L.,"MONTERREY, N.L.",1,0,1,0,0,76,
13/07/2017,N.L.,"CADEREYTA JIMENEZ, N.L.",1,0,1,0,0,0,
13/07/2017,JAL.,"IXTLAHUACAN DE LOS MEMBRILLOS, JAL.",0,0,0,10,0,41,
13/07/2017,COAH.,"SALTILLO, COAH.",0,0,0,0,0,238,
13/07/2017,MEX.,"OZUMBA, MEX.",0,0,0,0,0,104,
13/07/2017,MEX.,"OTUMBA, MEX.",0,0,0,0,0,3,
13/07/2017,TAB.,"TEAPA, TAB.",0,0,0,2,0,65,
13/07/2017,HGO.,"TULA DE ALLENDE, HGO.",0,0,0,0,0,400,
14/07/2017,SIN.,"EL FUERTE, SIN.",8,1,9,0,2,0,
14/07/2017,MOR.,"TEPOZTLAN, MOR.",1,1,2,9,0,589,
14/07/2017,B.C.,"ENSENADA, B.C.",1,0,1,0,0,0,
14/07/2017,B.C.,"MEXICALI, B.C.",0,1,1,0,0,0,
14/07/2017,MEX.,"OTUMBA, MEX.",0,1,1,0,10,133,
14/07/2017,TAMPS.,"MATAMOROS, TAMPS.",1,0,1,0,0,8,
14/07/2017,CHIS.,"CHIAPA DE CORZO, CHIS.",1,0,1,0,0,0,
14/07/2017,PUE.,"HUEJOTZINGO, PUE.",1,0,1,0,2,0,
14/07/2017,COAH.,"TORREÓN, COAH.",1,0,1,0,0,0,
14/07/2017,COAH.,"SABINAS, COAH.",1,0,1,0,0,0,
14/07/2017,DGO.,"DGO., DGO.",1,0,1,1,0,0,
14/07/2017,SIN.,"ESCUINAPA, SIN.",0,1,1,0,0,0,
14/07/2017,JAL.,"IXTLAHUACAN DE LOS MEMBRILLOS, JAL.",1,0,1,0,0,0,
14/07/2017,JAL.,"EL SALTO, JAL.",1,0,1,0,0,0,
14/07/2017,OAX.,"JUCHITAN DE ZARAGOZA, OAX.",1,0,1,1,0,30,
14/07/2017,TLAX.,"SANTA ANA NOPALUCAN, TLAX.",0,1,1,0,0,0,
14/07/2017,COAH.,"SALTILLO, COAH.",0,0,0,0,0,733,
14/07/2017,AGS.,"TEPEZALÁ, AGS.",0,0,0,0,0,539,
15/07/2017,TAMPS.,"MATAMOROS, TAMPS.",0,3,3,6,0,150,
15/07/2017,HGO.,"TULA DE ALLENDE, HGO.",1,1,2,0,0,0,
15/07/2017,COAH.,"SABINAS, COAH.",1,1,2,0,0,0,
15/07/2017,JAL.,"IXTLAHUACAN DE LOS MEMBRILLOS, JAL.",0,1,1,0,0,0,
15/07/2017,JAL.,"EL SALTO, JAL.",1,0,1,0,0,0,
15/07/2017,GRO.,"ATOYAC DE ALVAREZ, GRO.",1,0,1,0,0,0,
15/07/2017,SON.,"HERMOSILLO, SON.",1,0,1,1,0,0,
15/07/2017,MEX.,"ATLACOMULCO, MEX.",0,1,1,0,0,353,
15/07/2017,TLAX.,"SANTA ANA NOPALUCAN, TLAX.",0,1,1,0,0,0,
15/07/2017,MEX.,"MOR., MEX.",0,0,0,0,1,0,
16/07/2017,MEX.,"ATLACOMULCO, MEX.",3,0,3,0,0,0,
16/07/2017,MEX.,"OTUMBA, MEX.",1,0,1,0,0,47,
16/07/2017,GRO.,"ATOYAC DE ALVAREZ, GRO.",1,0,1,0,0,0,
16/07/2017,JAL.,"EL SALTO, JAL.",0,0,0,0,0,100,
17/07/2017,MOR.,"TEPOZTLAN, MOR.",3,1,4,2,0,215,
17/07/2017,COAH.,"SALTILLO, COAH.",2,0,2,0,0,548,
17/07/2017,COAH.,"SAN PEDRO, COAH.",1,0,1,1,0,0,
17/07/2017,COAH.,"TORREÓN, COAH.",1,0,1,0,0,0,
17/07/2017,COAH.,"RAMOS ARIZPE, COAH.",0,1,1,0,0,19,
17/07/2017,B.C.,"TIJUANA, B.C.",0,1,1,0,0,0,
17/07/2017,TAMPS.,"NUEVO LAREDO, TAMPS.",0,0,0,0,0,10,
17/07/2017,JAL.,"EL SALTO, JAL.",0,0,0,0,0,60,
18/07/2017,MEX.,"RAYON, MEX.",2,2,4,1,0,3,
18/07/2017,TLAX.,"TLAX., TLAX.",1,2,3,0,0,0,
18/07/2017,COAH.,"SALTILLO, COAH.",1,1,2,0,0,0,
18/07/2017,COAH.,"SABINAS, COAH.",1,1,2,0,0,0,
18/07/2017,COAH.,"RAMOS ARIZPE, COAH.",0,1,1,0,0,0,
18/07/2017,TAB.,"COMALCALCO, TAB.",1,0,1,0,0,0,
18/07/2017,JAL.,"ZAPOTLANEJO, JAL.",0,1,1,0,0,0,
18/07/2017,JAL.,"IXTLAHUACAN DE LOS MEMBRILLOS, JAL.",1,0,1,0,0,0,
18/07/2017,B.C.,"ENSENADA, B.C.",0,1,1,0,0,0,
18/07/2017,SON.,"HERMOSILLO, SON.",1,0,1,0,0,0,
18/07/2017,TLAX.,"SANTA ANA NOPALUCAN, TLAX.",1,0,1,0,0,0,
18/07/2017,MOR.,"TEPOZTLAN, MOR.",0,0,0,0,2,636,
18/07/2017,MEX.,"ATENCO, MEX.",0,0,0,0,0,20,
18/07/2017,TAMPS.,"TAMPICO, TAMPS.",0,0,0,0,0,136,
19/07/2017,MEX.,"RAYON, MEX.",1,3,4,0,0,0,
19/07/2017,B.C.,"TIJUANA, B.C.",1,2,3,0,2,0,
19/07/2017,MEX.,"TENANGO DEL AIRE, MEX.",3,0,3,0,0,65,
19/07/2017,COAH.,"TORREÓN, COAH.",2,0,2,0,1,0,
19/07/2017,TLAX.,"SANTA ANA NOPALUCAN, TLAX.",0,2,2,0,0,0,
19/07/2017,JAL.,"IXTLAHUACAN DE LOS MEMBRILLOS, JAL.",0,1,1,0,0,0,
19/07/2017,COAH.,"SALTILLO, COAH.",1,0,1,1,0,0,
19/07/2017,MEX.,"CUAUTITLAN IZCALLI, MEX.",1,0,1,0,0,0,
19/07/2017,TLAX.,"TLAX., TLAX.",0,1,1,0,0,0,
19/07/2017,SON.,"NAVOJOA, SON.",1,0,1,0,0,0,
19/07/2017,COAH.,"RAMOS ARIZPE, COAH.",0,0,0,0,0,630,
20/07/2017,B.C.,"MEXICALI, B.C.",0,4,4,0,0,0,
20/07/2017,COAH.,"NUEVA ROSITA, COAH.",1,2,3,0,0,0,
20/07/2017,MOR.,"TEPOZTLAN, MOR.",2,1,3,7,2,0,
20/07/2017,D.F.,"MIGUEL HGO., D.F.",2,0,2,0,0,0,
20/07/2017,N.L.,"MONTERREY, N.L.",2,0,2,1,0,33,
20/07/2017,B.C.,"TIJUANA, B.C.",0,2,2,0,2,0,
20/07/2017,TLAX.,"TLAX., TLAX.",0,2,2,0,0,0,
20/07/2017,COAH.,"SALTILLO, COAH.",0,1,1,0,0,96,
20/07/2017,JAL.,"IXTLAHUACAN DE LOS MEMBRILLOS, JAL.",0,1,1,0,0,0,
20/07/2017,JAL.,"EL SALTO, JAL.",0,1,1,0,0,0,
20/07/2017,TLAX.,"SANTA ANA NOPALUCAN, TLAX.",1,0,1,0,0,0,
20/07/2017,COAH.,"TORREÓN, COAH.",0,0,0,0,0,19,
20/07/2017,OAX.,"OAX. DE JUAREZ, OAX.",0,0,0,0,1,0,
20/07/2017,TAB.,"TENOSIQUE, TAB.",0,0,0,0,1,0,
20/07/2017,OAX.,"PINOTEPA DE DON LUIS, OAX.",0,0,0,1,0,0,
21/07/2017,TLAX.,"SANTA ANA NOPALUCAN, TLAX.",0,3,3,0,0,0,
21/07/2017,JAL.,"ZAPOTLANEJO, JAL.",1,1,2,0,0,0,
21/07/2017,COAH.,"SABINAS, COAH.",0,2,2,0,0,0,
21/07/2017,MOR.,"TEPOZTLAN, MOR.",2,0,2,1,0,50,
21/07/2017,B.C.,"TIJUANA, B.C.",0,2,2,0,1,0,
21/07/2017,D.F.,"MIGUEL HGO., D.F.",1,0,1,0,0,0,
21/07/2017,JAL.,"IXTLAHUACAN DE LOS MEMBRILLOS, JAL.",1,0,1,0,0,0,
21/07/2017,JAL.,"EL SALTO, JAL.",1,0,1,0,0,0,
21/07/2017,TAMPS.,"TAMPICO, TAMPS.",1,0,1,1,0,23,
21/07/2017,COAH.,"PIEDRAS NEGRAS, COAH.",1,0,1,22,0,0,
21/07/2017,MEX.,"TENANGO DEL AIRE, MEX.",1,0,1,0,0,0,
21/07/2017,MEX.,"ATENCO, MEX.",0,1,1,0,0,0,
21/07/2017,MEX.,"RAYON, MEX.",1,0,1,1,0,33,
21/07/2017,AGS.,"AGS., AGS.",0,0,0,7,0,0,
21/07/2017,OAX.,"OAX. DE JUAREZ, OAX.",0,0,0,0,1,0,
22/07/2017,COAH.,"FRANCISCO I. MADERO, COAH.",1,1,2,0,0,3,
22/07/2017,TAMPS.,"TAMPICO, TAMPS.",1,1,2,3,0,166,
22/07/2017,MEX.,"ATENCO, MEX.",2,0,2,0,0,0,
22/07/2017,MEX.,"CUAUTITLAN IZCALLI, MEX.",2,0,2,0,0,0,
22/07/2017,VER.,"JESUS CARRANZA, VER.",2,0,2,1,0,0,
22/07/2017,TLAX.,"SANTA ANA NOPALUCAN, TLAX.",0,2,2,0,0,0,
22/07/2017,N.L.,"CERRALVO, N.L.",0,1,1,0,0,0,
22/07/2017,JAL.,"IXTLAHUACAN DE LOS MEMBRILLOS, JAL.",0,1,1,0,0,0,
22/07/2017,JAL.,"EL SALTO, JAL.",0,1,1,0,0,0,
22/07/2017,B.C.,"TIJUANA, B.C.",0,1,1,0,0,0,
22/07/2017,MEX.,"TENANGO DEL AIRE, MEX.",1,0,1,0,0,0,
22/07/2017,JAL.,"TOMATLAN, JAL.",0,1,1,0,0,0,
22/07/2017,MEX.,"RAYON, MEX.",0,1,1,0,0,12,
22/07/2017,MOR.,"TEPOZTLAN, MOR.",0,0,0,21,3,0,
22/07/2017,OAX.,"OAX. DE JUAREZ, OAX.",0,0,0,0,1,0,
22/07/2017,COAH.,"SALTILLO, COAH.",0,0,0,0,0,597,
22/07/2017,MEX.,"RAYON, MEX.",0,0,0,0,0,242,
23/07/2017,MEX.,"ATENCO, MEX.",2,1,3,0,0,0,
23/07/2017,MEX.,"TENANGO DEL AIRE, MEX.",1,0,1,0,0,0,
23/07/2017,MEX.,"CUAUTITLAN IZCALLI, MEX.",1,0,1,0,0,0,
23/07/2017,JAL.,"EL SALTO, JAL.",0,1,1,0,0,0,
23/07/2017,B.C.,"TIJUANA, B.C.",1,0,1,0,0,0,
23/07/2017,B.C.,"ENSENADA, B.C.",0,1,1,0,0,0,
24/07/2017,COAH.,"MÚZQUIZ, COAH.",2,1,3,0,0,0,
24/07/2017,GRO.,"JUAN R. ESCUDERO, GRO.",1,2,3,0,0,0,
24/07/2017,JAL.,"IXTLAHUACAN DE LOS MEMBRILLOS, JAL.",2,0,2,0,0,0,
24/07/2017,TAB.,"CENTRO, TAB.",1,0,1,0,0,0,
24/07/2017,COAH.,"RAMOS ARIZPE, COAH.",1,0,1,0,0,0,
24/07/2017,COAH.,"MONCLOVA, COAH.",1,0,1,1,3,44,
24/07/2017,COAH.,"FRANCISCO I. MADERO, COAH.",1,0,1,0,0,0,
24/07/2017,JAL.,"EL SALTO, JAL.",1,0,1,0,0,0,
24/07/2017,TAMPS.,"TAMPICO, TAMPS.",0,1,1,0,0,0,
24/07/2017,SON.,"HUATABAMPO, SON.",0,1,1,0,0,0,
24/07/2017,COAH.,"SALTILLO, COAH.",0,0,0,0,0,703,
24/07/2017,OAX.,"OAX. DE JUAREZ, OAX.",0,0,0,0,1,0,
24/07/2017,SON.,"HERMOSILLO, SON.",0,0,0,8,0,0,
24/07/2017,OAX.,"PINOTEPA DE DON LUIS, OAX.",0,0,0,1,0,0,
25/07/2017,MEX.,"CHAPA DE MOTA, MEX.",1,3,4,0,0,0,
25/07/2017,AGS.,"AGS., AGS.",2,0,2,0,0,0,
25/07/2017,MEX.,"TEPETLAOXTOC, MEX.",0,1,1,0,0,0,
25/07/2017,HGO.,"ZACUALTIPAN DE ANGELES, HGO.",0,1,1,0,0,0,
25/07/2017,TAB.,"CENTRO, TAB.",1,0,1,0,0,5,
25/07/2017,N.L.,"MONTERREY, N.L.",0,1,1,0,0,17,
25/07/2017,COAH.,"RAMOS ARIZPE, COAH.",1,0,1,8,0,500,
25/07/2017,COAH.,"MONCLOVA, COAH.",1,0,1,0,0,0,
25/07/2017,COAH.,"PIEDRAS NEGRAS, COAH.",0,1,1,0,0,0,
